UID,Age,RenovAge,Distance,IsRenovated,AgeSq,InteractionAgeDistance,LogInteraction,SubType,AdCreationAge,AskingPricePerSqm,SquareMeters,LandplotSize,NoView,ViewForest,ViewMountain,ViewSea,ViewUnlimited,NoFacade,FacadeCorner,FacadeFrontage,FacadeInterior,FacadeThrough,HeatType,HeatFrom,EnergyPerformance,WC,AC,Elevator,Parking,StorageRoom,AluminumFrames,Bedrooms,Pool,Garden,FloorLevel,FloorCount,GeoLat,GeoLon,ZoneValue,MarketabillityFactor,AskingPrice,AdminName
property_01KP5VP17N60CF6F11FQ2NCKAS,86,1,85,1,7396,7310,379.6021900856396,apartment,6,19.801980198019802,101,101,0,0,0,0,0,0,0,1,0,0,autonomous_central,electricity,Γ,1,1,0,0,0,0,3,0,0,4,1,37.978545,23.7369336,4150,3.8,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR8ZJ2QM0YQSQM825WAVAKTR,81,81,0,0,6561,0,0,detached_house,0,28.40909090909091,176,176,0,0,0,0,0,0,0,0,0,0,,,B+,0,0,0,0,0,0,3,0,0,0,1,37.81716060958163,23.798843622207645,2100,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TW5FHDZNWPQKEFDDDK1S7,81,3,78,1,6561,6318,343.72410128661176,detached_house,14,28.40909090909091,176,1488,0,0,0,0,0,0,0,0,0,0,no_heating,,,0,0,0,0,0,0,3,0,0,0,1,37.8184323,23.7963888,2100,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KN75BC58DH2HEDBNTWF3A2AF,81,2,79,1,6561,6399,348.13082053387603,detached_house,23,15.833333333333334,120,120,0,0,0,0,0,0,0,1,0,1,no_heating,,Β,1,1,0,0,0,0,2,0,0,0,1,37.9381403,23.6574156,1800,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN75AC0RJDZ63BPDG6DN77BB,81,2,79,1,6561,6399,348.13082053387603,detached_house,23,15.384615384615385,130,130,0,0,0,1,0,0,0,1,0,1,autonomous_individual,electricity,Β,2,0,0,0,0,1,2,0,0,0,1,37.9602699,23.6453823,1200,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KP5TW5FKH7GD2CF9YJWFJ2WG,81,81,0,0,6561,0,0,apartment,2,8.169934640522875,153,153,0,0,0,0,0,0,0,1,0,0,autonomous_individual,natural_gas,Δ,1,0,0,0,0,1,2,0,0,1,1,37.9846728,23.7314721,2000,2.2,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VNHYKGT1GCE8E10BEQATW,81,81,0,0,6561,0,0,apartment,12,12.222222222222221,90,90,0,0,0,0,0,0,0,0,0,1,autonomous_individual,electricity,Η,1,1,0,0,0,1,2,0,0,3,1,37.9861366,23.7580945,2250,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3VE4Y5Y1HPVG56QVBZFV2R,81,9,72,1,6561,5832,317.28378580302626,detached_house,1,22.435897435897434,312,1500,0,1,0,0,0,0,1,1,0,1,autonomous_individual,natural_gas,Ε,3,1,0,1,1,0,5,1,1,0,2,38.0885078,23.822562,2100,1.5,0,Περιφερειακή Ενότητα Βορείου Τομέα Αθηνών
property_01KP5TYRVBAQ356CF4DBRDPPA7,79,4,75,1,6241,5925,328.6519976005411,apartment,11,28.169014084507044,142,142,0,0,0,0,0,0,0,0,0,0,,,Ε,1,0,0,0,0,0,3,0,0,2,1,38.0048092,23.7419747,1650,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3WC57SX08ACJSNZ90ZFGGK,78,6,72,1,6084,5616,314.6002453776255,apartment,1,23.333333333333332,150,150,0,0,0,0,0,0,0,1,0,0,autonomous_central,oil,Γ,1,1,0,0,1,0,2,0,0,2,1,37.9759422,23.7411934,4250,1.8,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TS7MMZ8QSQXEGQYJ1F641,78,1,77,1,6084,6006,336.44748463996063,apartment,8,19.487179487179485,195,195,0,0,0,0,0,0,0,1,0,1,central_heating,oil,Ε,2,0,0,1,1,1,4,0,0,4,1,37.979342,23.7371106,3850,2.6,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VHY8EHTF2DY82N22ENT2T,78,6,72,1,6084,5616,314.6002453776255,apartment,8,10.824742268041238,97,125,0,0,0,0,0,0,0,1,0,1,autonomous_central,natural_gas,Η,1,0,0,0,0,0,3,0,0,1,1,37.9839545,23.7402732,2550,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TS7MQE0ZHAJVN8NNGPDMD,77,1,76,1,5929,5852,331.109870828409,apartment,5,20.833333333333332,192,192,0,0,0,0,0,0,0,1,0,1,,,Η,2,1,0,1,0,0,4,0,0,4,1,37.9782723,23.738297,4150,3,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VSR54FZT839WKR09C19JM,76,3,73,1,5776,5548,317.0977957953189,detached_house,2,13.636363636363637,110,110,0,0,0,0,0,0,0,1,0,0,autonomous_individual,,Α,2,0,0,0,1,0,2,0,0,0,1,36.399262,25.445133,1250,1,0,Περιφερειακή Ενότητα Θήρας
property_01KP5V8CAAE09234D670AC694B,76,6,70,1,5776,5320,304.0663795297579,detached_house,2,9.75609756097561,123,123,0,0,0,0,0,0,0,1,0,0,autonomous_individual,,Η,3,0,0,0,0,0,2,0,0,0,1,36.414177,25.447478,1550,1,0,Περιφερειακή Ενότητα Θήρας
property_01KP5WHESDS5W58B6GMXC53JDT,76,76,0,0,5776,0,0,detached_house,3,20,75,75,0,0,0,0,0,0,0,1,0,0,no_heating,,Η,2,0,0,0,0,0,2,0,0,0,1,36.439264,25.426518,2750,1,0,Περιφερειακή Ενότητα Θήρας
property_01KP5VVFAY2D1CEB4TNBJFR7C1,76,9,67,1,5776,5092,291.03496326419685,apartment,106,200,50,50,0,0,0,0,0,0,0,1,0,0,,,Η,1,1,0,1,0,0,1,0,0,0,1,37.429551,25.354539,2500,1,0,Περιφερειακή Ενότητα Μυκόνου
property_01KP5W6E8EDZDWWE0R01Q8FBES,76,76,0,0,5776,0,0,maisonette,38,288.46153846153845,52,52,0,0,0,0,0,0,0,1,0,0,,,,1,1,0,0,0,0,4,0,0,1,1,37.4454186,25.3290958,3850,1,0,Περιφερειακή Ενότητα Μυκόνου
property_01KR3Z5X26X9JT2Y3CCPN4DX62,76,6,70,1,5776,5320,304.0663795297579,detached_house,0,16.428571428571427,70,180,0,0,0,0,0,0,0,1,0,0,autonomous_central,oil,Α,1,0,0,1,0,0,1,0,1,0,1,37.9303595,23.7055305,1850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V1MFZ7795BQHW8GKAPH41,76,4,72,1,5776,5472,312.7539903734653,apartment,12,10,120,120,0,0,0,0,0,0,0,1,0,1,autonomous_central,oil,Δ,1,0,0,1,1,0,2,0,1,1,1,37.9623659,23.9125318,1350,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5VSR55N2PFHXK6GTA8XBN2,76,1,75,1,5776,5700,325.7854066390263,maisonette,2,50,100,100,0,0,0,0,0,0,0,1,0,0,autonomous_individual,,Α+,2,0,0,0,1,0,3,0,0,0,1,37.9630914,23.7170271,3100,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V8XF6DH69XE8YWW86T5H0,76,1,75,1,5776,5700,325.7854066390263,detached_house,2,75,120,120,0,0,0,0,0,0,0,1,0,0,autonomous_individual,,Α+,2,0,0,0,1,0,3,0,0,0,1,37.9672588,23.7305991,1800,2.7,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VQ5XN84292XV8A078VT2H,76,1,75,1,5776,5700,325.7854066390263,detached_house,2,55.55555555555556,90,90,0,0,0,0,0,0,1,1,0,0,autonomous_individual,,Α+,1,0,0,0,1,0,2,0,0,0,1,37.96769510000001,23.7327956,1800,2.2,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TX0CJ0WCQAHHM463WZCVT,76,76,0,0,5776,0,0,maisonette,6,18.125,160,160,0,0,0,0,0,0,0,1,0,0,central_heating,natural_gas,Ζ,2,1,0,0,0,1,2,0,0,0,1,37.9703059,23.7457389,2300,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VKPNSF1ZMXMDFSSH3NMEP,76,76,0,0,5776,0,0,apartment,12,11.458333333333334,96,96,0,0,0,0,0,0,0,1,0,1,central_heating,oil,Ε,1,1,0,0,1,0,2,0,0,3,1,37.9780874,23.7545325,2400,1.3,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VF9B2NFBK1TYQ0AK2JXH4,76,5,71,1,5776,5396,308.4101849516116,apartment,3,17.582417582417584,91,91,0,0,0,0,0,0,0,1,0,0,autonomous_central,electricity,Ε,1,1,0,0,1,1,2,0,0,2,1,37.980069,23.736897,3850,2.8,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VHY7N08RNX5W3R8GCT0SN,76,76,0,0,5776,0,0,apartment,12,23.75,80,80,0,0,0,0,0,0,0,1,0,1,autonomous_central,electricity,Δ,1,1,0,0,0,0,1,0,0,0,1,37.9805695,23.7367512,3850,3,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3VH9T63WMAFMAG0Q8K61R8,76,76,0,0,5776,0,0,apartment,5,7.516339869281046,153,153,0,1,0,0,0,0,1,1,0,1,autonomous_central,,Γ,1,0,0,0,1,1,2,0,0,1,1,37.9857859,23.7381232,2200,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V9ET1Z29MX270G7J7ZSJY,76,76,0,0,5776,0,0,apartment,3,15,120,120,0,0,0,0,0,0,0,0,0,0,autonomous_individual,,Ε,2,0,0,0,0,0,3,0,0,3,1,37.9879424,23.7340238,2000,1.2,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TQM8MQNBD3K4MQ0MT9BFK,76,10,66,1,5776,5016,286.69115784234316,apartment,24,8.796296296296296,216,216,0,0,0,0,0,0,1,0,0,0,,,Β,2,0,0,0,1,0,4,0,0,1,1,37.9900035,23.7313841,2000,1.8,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VS4BWPAAHP6CFJA6H4MPS,76,5,71,1,5776,5396,308.4101849516116,apartment,5,10,110,110,0,0,1,0,0,0,0,0,0,0,central_heating,,Β,1,0,0,0,1,0,2,0,0,4,1,37.9974445,23.7678649,2200,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VA15FDMPGJ8GGCGERP8NA,76,1,75,1,5776,5700,325.7854066390263,apartment,14,12.037037037037036,108,119,0,0,0,0,0,0,0,1,0,1,autonomous_individual,natural_gas,Εξαιρείται,3,1,0,0,1,0,3,0,1,0,2,38.0018229,23.7341864,1650,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TW5FKH7GD2CF9XNEY6EJ1,76,76,0,0,5776,0,0,detached_house,10,8.333333333333334,180,180,0,0,0,0,0,0,0,1,0,1,no_heating,,Η,2,0,0,0,0,0,3,0,1,0,1,38.0550927,23.8059267,2000,1,0,Περιφερειακή Ενότητα Βορείου Τομέα Αθηνών
property_01KR3Z7JVY8G5TVKWVQ37K6KVT,76,76,0,0,5776,0,0,apartment,1,17.647058823529413,68,68,0,0,0,0,0,0,0,0,0,0,autonomous_central,natural_gas,Η,1,1,0,0,0,1,2,0,0,5,1,40.6311855,22.9429429,1600,1,0,Μητροπολιτική Ενότητα Θεσσαλονίκης
property_01KP5TW5FFYT10M0ABF2MKPD0P,74,2,72,1,5476,5328,310.85914417461436,apartment,4,23.333333333333332,300,300,0,0,0,0,0,0,0,1,0,1,central_heating,oil,Δ,3,1,0,0,0,1,4,0,0,4,1,37.9736319,23.7425974,6700,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VQ5XCTTN9DFZDTHTZED36,74,1,73,1,5476,5402,315.17663228815064,apartment,5,25,100,100,0,0,0,0,0,0,0,1,0,0,no_heating,,Δ,2,1,0,0,0,1,2,0,0,0,1,37.9767117,23.7412301,4250,5.4,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3Z9920ZTDQVRCKQ4HXR5FE,74,74,0,0,5476,0,0,apartment,10,15.972222222222221,72,72,0,0,0,0,0,0,0,0,0,0,central_heating,oil,Δ,1,1,0,0,0,0,1,0,1,0,1,37.9781283,23.7424292,4250,2.6,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5W83A4XZ1WBADXHK40NNRS,74,74,0,0,5476,0,0,apartment,13,20.76923076923077,65,65,0,0,0,0,0,0,0,1,0,0,central_heating,oil,Α,1,0,0,0,1,1,1,0,0,0,1,37.9782924,23.7402167,4250,3,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3X5SQQ809D3X3A08HVJM15,74,4,70,1,5476,5180,302.22416794754173,apartment,2,22,100,100,0,0,0,0,0,0,0,1,0,1,,,Γ,1,1,0,0,0,1,2,0,0,6,1,37.97884579999999,23.7448988,4250,2.6,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VYDQGRWPQHDMTWSR88114,74,7,67,1,5476,4958,289.27170360693276,apartment,21,14.8,75,75,0,0,0,0,0,0,0,0,0,0,autonomous_individual,electricity,Η,1,1,0,1,0,0,2,0,0,0,1,38.0065278,23.790014,2050,1,0,Περιφερειακή Ενότητα Βορείου Τομέα Αθηνών
property_01KP5V39KA0KP5VJSMVDVK421N,74,0,74,1,5476,5476,319.4941204016869,apartment,3,14.782608695652174,115,115,0,0,0,0,0,0,0,1,0,1,autonomous_central,,Α+,1,1,0,1,0,1,3,0,0,1,1,38.0262201,23.802772,2000,1,0,Περιφερειακή Ενότητα Βορείου Τομέα Αθηνών
property_01KP5VMFMKE9KEAWKGTGF5KM35,74,74,0,0,5476,0,0,apartment,2,16,100,100,0,0,0,0,0,0,0,0,0,1,autonomous_central,oil,Δ,1,0,0,1,0,0,2,0,1,0,1,38.0692627,23.814569,1650,1,0,Περιφερειακή Ενότητα Βορείου Τομέα Αθηνών
property_01KP5TYRV96PDXQ6QFD5Q5R2QA,73,4,69,1,5329,5037,296.98049143108767,detached_house,24,8.148148148148149,135,500,0,0,0,0,0,0,0,0,0,0,,,Ε,2,0,0,0,1,0,4,0,1,0,1,37.7627867,23.4634442,950,1,0,Περιφερειακή Ενότητα Νήσων
property_01KP5TRPCHDFMTBD1SW1MG92XF,73,73,0,0,5329,0,0,detached_house,3,8.571428571428571,175,160,0,0,0,0,0,0,0,1,0,1,,,Η,5,0,0,0,0,0,1,0,1,0,1,37.9755446,23.7082281,2000,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3Z992FCH0WHFXM5W0CDSSW,73,6,67,1,5329,4891,288.3723612446793,apartment,1,17.142857142857142,70,70,0,0,0,0,0,0,0,1,0,0,,,Δ,1,1,0,0,0,1,2,0,1,0,1,37.976187,23.7459144,4250,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3XEG8FEVN31W0C27DX7NBW,73,12,61,1,5329,4453,262.54797068545435,apartment,1,22.77227722772277,101,101,0,0,0,0,0,0,1,1,0,1,,electricity,Δ,2,1,0,0,0,1,2,0,0,4,1,37.9902052,23.7307276,1550,2.2,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V8CAAE09234D672HQC3FS,73,1,72,1,5329,5256,309.8926867107002,apartment,15,16,125,125,0,0,0,0,0,0,0,0,0,0,,,Α,2,1,0,0,1,0,2,0,1,2,1,37.9975958,23.7403507,1650,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VF9BG1HJCKC28PM3CVC7A,72,7,65,1,5184,4680,278.87986367464543,detached_house,4,17.77777777777778,90,90,0,0,0,1,0,0,0,0,0,0,,,Α,1,0,0,0,0,0,2,0,0,0,1,36.4627275,25.3940523,1200,1,0,Περιφερειακή Ενότητα Θήρας
property_01KP5TSW55X4T6W4G4TWBRZF6B,72,72,0,0,5184,0,0,apartment,5,28.333333333333332,300,300,0,0,0,0,0,0,0,1,0,1,autonomous_individual,oil,Δ,3,0,0,1,1,1,4,1,1,1,1,37.8654467,23.7424193,4600,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3VPBPSYHRE2NVBFCXSABCB,72,2,70,1,5184,5040,300.3321608803874,maisonette,5,20,300,800,0,0,0,1,0,0,0,1,0,1,autonomous_central,oil,Ε,3,0,0,1,0,1,4,1,1,1,1,37.86559829999999,23.743364,4600,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VA15HXFF56MP6951JNRGY,72,10,62,1,5184,4464,266.00848535120025,apartment,4,21.69811320754717,106,106,0,0,0,0,0,0,0,0,0,0,central_heating,natural_gas,Β,2,0,0,0,0,1,2,0,0,1,1,37.9795781,23.7392224,4150,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VNHYKGT1GCE8E2CSBCR0W,72,17,55,1,5184,3960,235.9752692631615,apartment,2,24.752475247524753,101,101,0,0,0,0,0,0,1,0,0,0,autonomous_individual,,Δ,2,0,0,0,0,0,2,0,0,4,1,37.98586840000001,23.7324475,2200,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VS4CFJZ7WSS2YK8F32TQV,72,72,0,0,5184,0,0,apartment,2,12,100,100,0,0,0,0,0,0,0,0,0,1,autonomous_central,electricity,Γ,1,0,0,0,0,1,3,0,0,7,1,37.9859358,23.7328983,2200,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TYRV59FVJ0R7ANGREH6H3,72,1,71,1,5184,5112,304.62262032153575,apartment,5,15.384615384615385,117,117,0,0,0,0,0,0,1,0,0,0,autonomous_individual,electricity,Β,2,0,0,0,0,0,3,0,0,3,1,37.9874962,23.7332086,2000,1.3,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VNHYPGXVC48B96XTMRDC6,72,72,0,0,5184,0,0,apartment,30,10.952380952380953,105,105,0,0,0,0,0,0,0,1,0,0,autonomous_central,natural_gas,,1,0,0,1,1,0,2,0,0,0,1,38.0032899,23.7673502,3850,1,0,Περιφερειακή Ενότητα Βορείου Τομέα Αθηνών
property_01KR3WVNDYW6Q85MYD0FGP2GVJ,72,1,71,1,5184,5112,304.62262032153575,apartment,0,13.333333333333334,105,105,0,0,0,0,0,0,0,1,0,1,autonomous_central,natural_gas,Δ,1,1,0,1,1,1,2,0,1,0,1,38.005049,23.7668923,3850,1,0,Περιφερειακή Ενότητα Βορείου Τομέα Αθηνών
property_01KP5TW5FHDZNWPQKEFZYYJRMX,72,5,67,1,5184,4824,287.4607825569422,maisonette,10,6,250,250,0,0,0,1,0,0,0,1,0,1,autonomous_central,oil,Δ,1,1,0,0,0,0,3,0,1,0,2,38.191152,21.6927752,850,1,0,Περιφερειακή Ενότητα Αχαΐας
property_01KP5V7AFK279KJNQWXG3669J0,72,6,66,1,5184,4752,283.1703231157938,maisonette,10,8,150,150,0,0,0,1,0,0,0,1,0,1,autonomous_central,oil,Δ,1,1,0,0,1,0,3,0,1,0,1,38.1912813,21.694608,850,1,0,Περιφερειακή Ενότητα Αχαΐας
property_01KP5TRPCMHWR2M460RG3C46ZX,71,2,69,1,5041,4899,295.0899622121078,detached_house,19,7.096774193548387,155,320,0,1,1,1,0,0,0,1,0,1,autonomous_individual,oil,Ζ,1,1,0,1,1,1,2,0,1,0,1,36.998469,22.168488,750,1,0,Περιφερειακή Ενότητα Μεσσηνίας
property_01KR3VV7CE92MDS3YH9R5HY6NR,71,1,70,1,5041,4970,299.3666283311239,detached_house,3,7.741935483870968,155,155,0,1,1,1,0,0,0,0,0,0,,electricity,Ζ,1,0,0,0,1,1,2,0,0,0,2,36.9985668,22.1658191,750,1,0,Περιφερειακή Ενότητα Μεσσηνίας
property_01KP5V7AFNSYZDQQE6BXEHF2TA,71,7,64,1,5041,4544,273.70663161702754,detached_house,12,65.04065040650407,123,123,0,0,0,1,0,0,0,1,0,0,autonomous_individual,,Ζ,1,0,0,1,0,0,3,0,1,0,1,37.7461475,23.5361021,950,1,0,Περιφερειακή Ενότητα Νήσων
property_01KP5V7AFNSYZDQQE6DCRK2P4V,71,7,64,1,5041,4544,273.70663161702754,detached_house,11,9.75609756097561,123,123,0,0,0,1,0,0,0,1,0,0,autonomous_individual,,Ζ,1,0,0,1,0,0,3,0,1,0,1,37.7462408,23.5375418,950,1,0,Περιφερειακή Ενότητα Νήσων
property_01KR3VSMD9MXMWYXA4KZZ9SX3D,71,8,63,1,5041,4473,269.4299654980115,apartment,1,10.679611650485437,206,206,0,0,0,0,0,0,0,0,0,0,central_heating,natural_gas,Δ,1,1,0,0,0,0,3,0,0,2,1,37.9245813,23.6972014,2850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TQ23ZBRZ3T4ZHFTDGW0XF,71,71,0,0,5041,0,0,apartment,2,10.628019323671497,207,560,0,0,0,0,0,0,0,1,0,1,central_heating,natural_gas,Ε,2,1,0,1,0,0,3,0,0,2,1,37.9249796,23.6932358,2850,1.6,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TSW569BH6Z5158TS8TN70,71,6,65,1,5041,4615,277.9832977360436,apartment,2,10.679611650485437,206,600,0,0,0,0,0,0,1,1,0,1,central_heating,natural_gas,Ε,2,1,0,1,0,0,3,0,1,2,1,37.9254371,23.6952294,2850,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KN75BC58DH2HEDBNWAGQYBXE,71,3,68,1,5041,4828,290.81329609309176,detached_house,30,25,104,104,0,0,0,1,0,0,0,1,0,1,no_heating,,Α+,2,1,0,0,0,1,2,0,0,0,1,37.9363155,23.6281595,1900,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN75BC57V0WCMYV15X12QYPD,71,6,65,1,5041,4615,277.9832977360436,detached_house,13,15.833333333333334,120,120,0,0,0,0,0,0,0,1,0,1,,,Β,1,0,0,0,0,0,2,0,1,0,1,37.9419844,23.6560098,1800,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN75AC0T5DCFMMXQHCF7XMQ8,71,71,0,0,5041,0,0,apartment,3,6.25,200,200,0,0,0,0,0,0,0,1,0,1,no_heating,,Δ,2,1,0,0,0,1,3,0,0,1,1,37.9434604,23.6606046,1500,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KR3WR8CAX5GNASM84ZAYY29J,71,0,71,1,5041,5041,303.64329445013993,apartment,0,35,100,100,0,0,0,0,0,0,0,1,0,0,autonomous_individual,,Β,3,0,0,0,1,0,3,0,1,0,1,37.9654871,23.7224097,2700,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3XB4YH2H3T7G84WY1E9A59,71,71,0,0,5041,0,0,apartment,3,11.5,100,100,0,0,0,0,0,0,0,0,0,0,,,Ζ,1,1,0,0,0,0,2,0,0,1,1,37.9657306,23.7317126,1800,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VCXYG17Q1NYVZZMA8WE0J,71,1,70,1,5041,4970,299.3666283311239,apartment,6,10.5,100,245,0,0,0,0,0,0,0,0,0,0,autonomous_central,electricity,Γ,1,1,0,0,0,0,2,0,0,1,1,37.9668409,23.7310666,1800,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VKPNXWXB5SKTZV308BKX9,71,1,70,1,5041,4970,299.3666283311239,apartment,6,12.222222222222221,90,90,0,0,0,0,0,0,0,0,0,1,autonomous_central,natural_gas,Δ,1,0,0,0,0,1,2,0,0,2,1,37.9728793,23.7316959,4500,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VQP3WW68Z1SZFDS4Z83VJ,71,71,0,0,5041,0,0,apartment,10,13.274336283185841,113,113,0,0,0,0,0,0,0,1,0,0,central_heating,,Δ,1,0,0,0,0,0,2,0,0,4,1,37.9757504,23.7285555,4500,3,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TQM8H1ER76WKJ770YS6MF,71,4,67,1,5041,4757,286.5366299740757,apartment,6,18.823529411764707,170,170,0,0,0,0,0,0,1,1,0,1,autonomous_central,natural_gas,Δ,1,0,0,0,0,1,2,0,0,2,1,37.9766581,23.7453715,4250,1.4,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TSW55X4T6W4G4TV1Z0G2C,71,26,45,1,5041,3195,192.4499753557225,apartment,2,34.146341463414636,205,205,0,0,0,0,0,0,0,1,0,0,central_heating,oil,Δ,2,1,0,0,1,1,4,0,0,5,1,37.9767117,23.7412301,4250,5.4,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5W6E8CK0AFZ9N4J769KSQY,71,1,70,1,5041,4970,299.3666283311239,apartment,4,18.055555555555557,72,72,0,0,0,0,0,0,0,1,0,1,autonomous_central,electricity,Ε,1,1,0,0,0,1,2,0,0,3,1,37.9774341,23.7446223,4250,1.4,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3XCR8E6QS70CG0NW3X12B3,71,9,62,1,5041,4402,265.1532993789954,apartment,1,22.988505747126435,87,87,0,0,0,0,0,0,0,1,0,1,central_heating,,Δ,1,0,0,0,0,0,2,0,0,3,1,37.9784213,23.7391619,4150,3,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VE2J1M03T01QP6S9ACGTY,71,9,62,1,5041,4402,265.1532993789954,apartment,3,26.436781609195403,87,87,0,0,0,0,0,0,0,1,0,1,central_heating,,Δ,1,0,0,0,0,0,2,0,0,3,1,37.9784213,23.7391619,4150,3,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V8CAF8F1HYHCHSRDMNF1E,71,0,71,1,5041,5041,303.64329445013993,apartment,2,15.714285714285714,140,140,0,0,0,0,0,0,0,0,0,1,autonomous_central,natural_gas,Ε,1,1,0,0,1,1,3,0,0,2,1,37.9787366,23.7444174,4250,2.6,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
